index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17
59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973321.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,115,c07973311,c07973321.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973321.png,Left facing,,59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,115,c07973340,c07973350.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,Center facing,,59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,115,c07973340,c07973350.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,Center facing,,59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,115,c07973340,c07973350.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,Center facing,,59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,115,c07973340,c07973350.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,Center facing,,59,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,115,c07971954,c07971964.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,Right facing,
60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,115,c07973340,c07973350.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973350.png,Center facing,,60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,115,c07971954,c07971964.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,Right facing,,60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,115,c07971954,c07971964.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,Right facing,,60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,115,c07971954,c07971964.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,Right facing,,60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,115,c07971954,c07971964.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971964.png,Right facing,,60,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973321.png,153,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,115,c07973311,c07973321.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973321.png,Left facing,
61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,,61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,,61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,,61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,,61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,,61,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,
62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,,62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,,62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,,62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,70,c07971943,c07971946.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971946.jpg,Right facing,,62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,,62,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,
63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,,63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,,63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,,63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,70,c07973300,c07973303.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973303.jpg,Left facing,,63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,,63,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,100,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,70,c07973329,c07973332.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973332.jpg,Center facing,
64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,,64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,,64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,,64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,,64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,,64,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,
65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,,65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,,65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,,65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,,65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,,65,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,
66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,74,c07973340,c07973349.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973349.png,Center facing,,66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,,66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,,66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,,66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,74,c07971954,c07971963.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971963.png,Right facing,,66,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,99,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,74,c07973311,c07973320.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973320.png,Left facing,
67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973342.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,Center facing,,67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973342.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,Center facing,,67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973342.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,Center facing,,67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973342.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,Center facing,,67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971956.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,Right facing,,67,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971956.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,Right facing,
68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973317.jpg,96,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,72,c07973311,c07973317.jpg,product image,White,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973317.jpg,Left facing,,68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973346.jpg,96,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973346.jpg,product image,White,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973346.jpg,Center facing,,68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971956.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,Right facing,,68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971956.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,Right facing,,68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973342.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973342.png,Center facing,,68,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,72,c07973311,c07973313.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,Left facing,
69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973346.jpg,96,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,72,c07973340,c07973346.jpg,product image,White,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973346.jpg,Center facing,,69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971956.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971956.png,Right facing,,69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,72,c07973311,c07973313.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,Left facing,,69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,72,c07973311,c07973313.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,Left facing,,69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,96,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,72,c07973311,c07973313.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973313.png,Left facing,,69,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971960.jpg,96,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,72,c07971954,c07971960.jpg,product image,White,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971960.jpg,Right facing,
